word,translation,word_example,trans_example
客房,guest room,我的客房有一个大床。,My guest room has a big bed.
床单,sheet,我需要换床单。,I need to change the sheets.
毛巾,towel,我需要一条干净的毛巾。,I need a clean towel.
洗澡,shower,我想去洗澡。,I want to take a shower.
房卡,room key,请给我房卡。,Please give me the room key.
小费,tip,我们给了服务员小费。,We gave the waiter a tip.
出租车,taxi,我坐出租车去机场。,I took a taxi to the airport.
租车,rent a car,我计划在旅行中租车。,I plan to rent a car during the trip.
旅游景点,attraction,这个城市有许多著名的旅游景点。,This city has many famous tourist attractions.
风景,scenery,这里的风景非常美丽。,The scenery here is very beautiful.
导游,guide,我们的导游讲解了很多历史。,Our tour guide explained a lot of history.
地图,map,请给我一张城市地图。,Please give me a city map.
方向,direction,我迷路了，能给我指路吗？,I’m lost. Can you give me directions?
路线,route,我们计划走这条路线，去博物馆。,We plan to take this route to the museum.
预定,reservation,我们已经为晚餐做了预定。,We have made a reservation for dinner.
起床,wake up,我每天早上六点起床。,I wake up at 6 a.m. every day.
洗脸,wash face,早上我洗脸后吃早餐。,I wash my face and then have breakfast in the morning.
刷牙,brush teeth,我早上和晚上都刷牙。,I brush my teeth both in the morning and at night.
吃饭,eat,我在家里吃饭。,I eat at home.
做饭,cook,我的妈妈每天都做饭。,My mom cooks every day.
喝水,drink water,你应该多喝水。,You should drink more water.
上班,go to work,我每天八点上班。,I go to work at 8 a.m. every day.
上学,go to school,我七点半去上学。,I go to school at 7:30 a.m.
工作,work,今天我需要工作很长时间。,I need to work for a long time today.
看书,read books,我喜欢在晚上看书。,I like reading books at night.
看电视,watch TV,晚上我喜欢看电视。,I like watching TV at night.
听音乐,listen to music,我每天听音乐放松。,I listen to music every day to relax.
做瑜伽,do yoga,做瑜伽对身体很有好处。,Doing yoga is very good for your body.
打球,play ball,我们周末一起打篮球。,We play basketball together on weekends.
逛街,shop,我周末喜欢去逛街。,I like to go shopping on weekends.
洗衣服,wash clothes,我每周洗一次衣服。,I wash clothes once a week.
打扫,clean,我每周都会打扫房间。,I clean the room every week.
做家务,do chores,我每天做一些家务。,I do some chores every day.
睡觉,sleep,我晚上十点睡觉。,I sleep at 10 p.m. every night.
喝咖啡,drink coffee,我早上喝一杯咖啡。,I drink a cup of coffee in the morning.
打电话,make a call,我每天给妈妈打电话。,I call my mom every day.
发邮件,send an email,我刚给老板发了一封邮件。,I just sent an email to my boss.
发短信,send a text,我发短信给她确认时间。,I texted her to confirm the time.
回复,reply,我还没有回复她的邮件。,I haven’t replied to her email yet.
聊天,chat,我们下午一起聊天。,We chat together in the afternoon.
喝茶,drink tea,我喜欢和朋友一起喝茶。,I like drinking tea with my friends.
看电影,watch a movie,周末我和朋友一起看电影。,I watch movies with my friends on weekends.
看比赛,watch a game,我们今晚要看足球比赛。,We are going to watch the soccer match tonight.
放松,relax,今天我很累，想好好放松。,I’m very tired today and want to relax.
参观,visit,我们参观了一个博物馆。,We visited a museum.
开会,have a meeting,我下午有一个会议。,I have a meeting in the afternoon.
做作业,do homework,我每天做两个小时的作业。,I do two hours of homework every day.
聚会,have a party,我们星期六晚上有个聚会。,We have a party on Saturday night.
接电话,take a call,我在开会时接了电话。,I took a call during the meeting.
春节,Spring Festival,春节是中国最重要的节日。,The Spring Festival is the most important holiday in China.
元旦,New Year’s Day,元旦是全球庆祝新的一年的节日。,New Year's Day is the global celebration of the new year.
中秋节,Mid-Autumn Festival,中秋节我们全家一起吃月饼。,We eat mooncakes together as a family during the Mid-Autumn Festival.
国庆节,National Day,国庆节是中国的国庆日。,National Day is China’s national holiday.
端午节,Dragon Boat Festival,我们在端午节赛龙舟。,We race dragon boats during the Dragon Boat Festival.
圣诞节,Christmas,圣诞节我和朋友一起聚会。,I celebrate Christmas with my friends.
复活节,Easter,复活节我们会参加教堂的活动。,We attend church activities during Easter.
母亲节,Mother's Day,母亲节我给妈妈买了一束花。,I bought flowers for my mom on Mother’s Day.
父亲节,Father's Day,父亲节我们为爸爸做了一顿大餐。,We made a big meal for my dad on Father’s Day.
情人节,Valentine's Day,情人节我和我的男朋友一起庆祝。,I celebrate Valentine’s Day with my boyfriend.
劳动节,Labour Day,劳动节假期我去旅行了。,I traveled during the Labour Day holiday.
感恩节,Thanksgiving,感恩节我们一家人一起吃火鸡。,We eat turkey together as a family on Thanksgiving.
新年,New Year,新年时我和家人一起度过。,I spend New Year’s with my family.
婚礼,wedding,他们的婚礼很美丽。,Their wedding was beautiful.
生日,birthday,今天是我朋友的生日。,Today is my friend’s birthday.
派对,party,我们周末举行了一个派对。,We had a party on the weekend.
庆祝,celebrate,我庆祝了我的生日。,I celebrated my birthday.
祝贺,congratulate,我祝贺他获得了第一名。,I congratulate him for winning first place.
家庭, family,我的家庭有四个人。,My family has four members.
外公,maternal grandfather,外公总是给我买礼物。,My maternal grandfather always buys me gifts.
外婆,maternal grandmother,外婆喜欢种花。,My maternal grandmother likes to plant flowers.
儿子,son,我的儿子今年五岁。,My son is five years old this year.
女儿,daughter,我女儿刚学会走路。,My daughter just learned how to walk.
丈夫,husband,我的丈夫是医生。,My husband is a doctor.
妻子,wife,我的妻子是老师。,My wife is a teacher.
亲戚,relative,春节时我们会去看亲戚。,We visit our relatives during the Spring Festival.
叔叔,uncle,叔叔给了我一台新手机。,My uncle gave me a new phone.
阿姨,aunt,阿姨做的蛋糕非常好吃。,The cake my aunt made is very delicious.
邻居,neighbor,我们的邻居很友好。,Our neighbors are very friendly.
同事,colleague,我和同事一起吃午餐。,I have lunch with my colleague.
合适,suitable,这件衣服很合适。,This piece of clothing is very suitable.
家庭聚会,family gathering,我们每年都举行一次家庭聚会。,We have a family gathering once a year.
课,class,我今天有三节课。,I have three classes today.
作业,homework,我今晚有很多作业。,I have a lot of homework tonight.
笔记,notes,我上课时做了很多笔记。,I took a lot of notes during class.
背诵,recite,他背诵了整本书。,He recited the entire book.
回答,answer,请回答这个问题。,Please answer this question.
提问,ask,我有一个问题要提问。,I have a question to ask.
讨论,discuss,我们正在讨论一个重要的问题。,We are discussing an important issue.
专心,focus,上课时我们要专心听讲。,We need to focus during class.
记得,remember,我记得今天有一个考试。,I remember that there is an exam today.
优秀,excellent,她的成绩非常优秀。,Her grades are excellent.
及格,pass,我通过了这次考试。,I passed this exam.
不及格,fail,他考试不及格。,He failed the exam.
班级,class,我们班级有二十个学生。,There are 20 students in our class.
学期,semester,今年我有两个学期。,I have two semesters this year.
学年,school year,新学年开始了。,The new school year has begun.
学费,tuition fee,他的学费已经交了。,His tuition fees have been paid.
校长,principal,我们的校长很有智慧。,Our principal is very wise.
校友,alumni,我们学校有很多优秀的校友。,Our school has many excellent alumni.
社团,club,我加入了学校的篮球社团。,I joined the school basketball club.
运动会,sports day,运动会是每年一度的活动。,Sports day is an annual event.
学科,subject,我最喜欢的学科是数学。,My favorite subject is mathematics.
语文,Chinese language,语文是我最喜欢的科目。,Chinese language is my favorite subject.
数学,mathematics,我喜欢数学，因为它很有趣。,I like mathematics because it’s interesting.
英语,English,我每天都学习英语。,I study English every day.
科学,science,科学是我最喜欢的学科之一。,Science is one of my favorite subjects.
历史,history,我们今天学习了中国历史。,Today we learned Chinese history.
地理,geography,我觉得地理很难。,I find geography difficult.
化学,chemistry,化学实验非常有趣。,Chemistry experiments are very fun.
物理,physics,物理课上的实验很有挑战性。,The experiments in physics class are very challenging.
艺术,art,我很喜欢艺术课。,I really enjoy art class.
音乐,music,我学钢琴已经五年了。,I have been learning piano for five years.
体育,physical education,我们今天的体育课是跑步。,Today’s PE class is running.
编程,programming,我正在学习编程。,I’m learning programming.
阅读,reading,我每天都阅读中文书籍。,I read Chinese books every day.
平板,tablet,我在平板上看书。,I read books on my tablet.
互联网,internet,互联网改变了我们的生活。,The internet has changed our lives.
网站,website,这个网站非常有用。,This website is very useful.
浏览器,web browser,我用Chrome浏览器上网。,I use Chrome to browse the internet.
社交媒体,social media,我每天在社交媒体上查看更新。,I check updates on social media every day.
应用程序,app,我在手机上下载了一个新的应用程序。,I downloaded a new app on my phone.
下载,download,我正在下载一个电影。,I am downloading a movie.
上传,upload,请上传你的作业。,Please upload your homework.
电子邮件,email,我收到了很多电子邮件。,I received a lot of emails.
短信,text message,我给你发了一条短信。,I sent you a text message.
视频,video,我们昨天录了一个视频。,We filmed a video yesterday.
照片,photo,我在网上分享了我的照片。,I shared my photos online.
搜索,search,我在网上搜索这家餐厅的评价。,I searched online for reviews of this restaurant.
网址,URL,你能给我这个网站的网址吗？,Can you give me the URL of this website?
链接,link,我发给你一个链接。,I will send you a link.
密码,password,请设置一个强密码保护账户。,Please set a strong password to protect your account.
账户,account,我忘记了我的账户密码。,I forgot my account password.
注册,register,你可以在这个网站上注册。,You can register on this website.
登录,login,我已经登录了我的账户。,I’ve logged into my account.
登出,log out,你需要登出账户吗？,Do you need to log out of your account?
通知,notification,我收到了一个新通知。,I received a new notification.
提醒,reminder,我设置了一个提醒，记得做作业。,I set a reminder to remember to do my homework.
更新,update,手机系统需要更新。,The phone system needs to be updated.
备份,backup,我把所有文件备份到云端。,I backed up all the files to the cloud.
文件,document,我在电脑里找到了那个文件。,I found the document on my computer.
文件夹,folder,我把文件放进了文件夹里。,I put the document in the folder.
照片库,photo library,我把所有的照片都保存在照片库里。,I saved all my photos in the photo library.
硬盘,hard drive,我的硬盘存满了数据。,My hard drive is full of data.
内存,memory,我的电脑内存不够用了。,My computer’s memory is running low.
处理器,processor,这个电脑的处理器很快。,The processor of this computer is very fast.
操作系统,operating system,我的电脑操作系统是Windows。,My computer’s operating system is Windows.
软件,software,我正在安装新的软件。,I am installing new software.
硬件,hardware,这款电脑的硬件配置非常高。,The hardware configuration of this computer is very high.
代码,code,我在写一段代码。,I am writing some code.
开发者,developer,他是一个网站开发者。,He is a website developer.
网站设计,web design,我对网站设计非常感兴趣。,I am very interested in web design.
网络安全,cybersecurity,网络安全是一个非常重要的问题。,Cybersecurity is a very important issue.
病毒,virus,我的电脑中了病毒。,My computer got a virus.
防火墙,firewall,我已经在电脑上安装了防火墙。,I’ve installed a firewall on my computer.
破解,crack,他破解了这个软件的密码。,He cracked the password of this software.
加密,encryption,这个文件已经被加密了。,This file has been encrypted.
网络,network,我们的网络连接很慢。,Our network connection is very slow.
Wi-Fi,Wi-Fi,我在咖啡馆里使用Wi-Fi。,I use Wi-Fi at the coffee shop.
蓝牙,Bluetooth,我用蓝牙耳机听音乐。,I use Bluetooth headphones to listen to music.
电池,battery,我的手机电池快没电了。,My phone's battery is almost dead.
充电,charge,我需要给我的手机充电。,I need to charge my phone.
电源,power supply,请检查电源是否插好。,Please check if the power supply is connected properly.
食物,food,我喜欢吃各种各样的食物。,I like eating all kinds of food.
馒头,steamed bread,我喜欢吃馒头配豆腐。,I like eating steamed bread with tofu.
菜,vegetables,今天的晚餐有很多菜。,There are many vegetables for dinner today.
肉,meat,我不吃红肉。,I don’t eat red meat.
草莓,strawberry,草莓是我最喜欢的水果。,Strawberries are my favorite fruit.
西红柿,tomato,西红柿是做沙拉的好材料。,Tomatoes are a great ingredient for salads.
黄瓜,cucumber,我做了一个黄瓜沙拉。,I made a cucumber salad.
胡萝卜,carrot,胡萝卜对眼睛有好处。,Carrots are good for your eyes.
洋葱,onion,炒菜时我喜欢加入洋葱。,I like adding onions when cooking.
大蒜,garlic,大蒜可以增加菜肴的风味。,Garlic can enhance the flavor of dishes.
辣椒,chili pepper,这道菜非常辣，因为放了很多辣椒。,This dish is very spicy because it has a lot of chili peppers.
酱油,soy sauce,我用酱油调味。,I season it with soy sauce.
盐,salt,菜里加了一些盐。,Some salt was added to the dish.
醋,vinegar,我喜欢在沙拉里加一些醋。,I like adding some vinegar to my salad.
油,oil,炒菜时需要一些食用油。,You need some cooking oil when stir-frying.
冰淇淋,ice cream,我喜欢吃巧克力味的冰淇淋。,I love eating chocolate-flavored ice cream.
啤酒,beer,我们聚会时喝了啤酒。,We drank beer at the party.
葡萄酒,wine,我喜欢喝红葡萄酒。,I like drinking red wine.
鸡尾酒,cocktail,她点了一杯鸡尾酒。,She ordered a cocktail.
零食,snack,我喜欢吃零食看电影。,I like eating snacks while watching movies.
外卖,takeout,今天我们订了外卖。,We ordered takeout today.
餐馆,restaurant,这家餐馆的菜很好吃。,The food at this restaurant is very delicious.
服务员,waiter,服务员给我们推荐了几道菜。,The waiter recommended several dishes for us.
天气,weather,今天的天气非常好。,The weather is very good today.
暴风雨,storm,明天可能会有暴风雨。,There might be a storm tomorrow.
温度,temperature,今天的温度是25度。,The temperature today is 25 degrees Celsius.
气温,temperature,气温正在下降。,The temperature is dropping.
湿度,humidity,这里的湿度很高。,The humidity here is very high.
寒冷,cold,今天非常寒冷。,It’s very cold today.
季节,season,四个季节都很美。,All four seasons are beautiful.
大气,atmosphere,大气污染是全球面临的问题。,Air pollution is a global issue.
环境,environment,我们应该保护环境。,We should protect the environment.
污染,pollution,城市的污染越来越严重。,The pollution in the city is getting worse.
空气,air,这里的空气很清新。,The air here is very fresh.
清洁,clean,我们应该保持街道清洁。,We should keep the streets clean.
河,river,这条河非常宽。,This river is very wide.
森林,forest,森林是许多动物的家。,The forest is home to many animals.
沙漠,desert,沙漠里非常干燥。,It’s very dry in the desert.
草原,grassland,草原上有很多野生动物。,There are many wild animals on the grassland.
火山,volcano,这个火山已经沉睡了几百年。,This volcano has been dormant for hundreds of years.
地震,earthquake,昨天发生了强烈的地震。,There was a strong earthquake yesterday.
海洋,ocean,海洋覆盖了地球的大部分。,The ocean covers most of the Earth.
气候,climate,这个地区的气候温和。,The climate in this area is mild.
风暴,storm,风暴可能会影响明天的航班。,The storm may affect tomorrow’s flights.
干旱,drought,这个地区经常发生干旱。,This area often experiences droughts.
洪水,flood,大雨导致了严重的洪水。,The heavy rain caused severe flooding.
泥土,soil,农民需要肥沃的泥土来种植作物。,Farmers need fertile soil to grow crops.
太阳,Sun,太阳从东方升起。,The sun rises in the east.
月亮,moon,今晚的月亮很亮。,The moon is very bright tonight.
星星,star,今晚可以看到很多星星。,You can see a lot of stars tonight.
宇宙,universe,宇宙是无穷无尽的。,The universe is endless.
地球,Earth,地球是我们唯一的家园。,Earth is our only home.
生态,ecosystem,生态平衡对环境非常重要。,Ecological balance is very important for the environment.
自然,nature,我们要保护自然环境。,We need to protect the natural environment.
自然灾害,natural disaster,地震和洪水是常见的自然灾害。,Earthquakes and floods are common natural disasters.
公司,company,我在一家科技公司工作。,I work at a tech company.
员工,employee,公司有500名员工。,The company has 500 employees.
老板,boss,我的老板很严格。,My boss is very strict.
经理,manager,我的经理非常支持我。,My manager is very supportive.
合作,cooperate,我们和外国公司有很多合作。,We have a lot of cooperation with foreign companies.
会议,meeting,我们今天下午有一个重要的会议。,We have an important meeting this afternoon.
客户,client,我们公司服务了很多客户。,Our company serves many clients.
销售,sales,销售业绩比去年增长了20%。,Sales performance has increased by 20% compared to last year.
利润,profit,我们的公司今年的利润增长了。,Our company’s profits have grown this year.
成本,cost,我们需要减少生产成本。,We need to reduce production costs.
收入,income,他的收入很高。,His income is very high.
支出,expenses,公司减少了不必要的支出。,The company reduced unnecessary expenses.
预算,budget,我们需要制定一个年度预算。,We need to make an annual budget.
投资,investment,他对股票市场进行了大量投资。,He made a large investment in the stock market.
风险,risk,投资股票市场有一定的风险。,There is a certain risk in investing in the stock market.
贷款,loan,我向银行申请了个人贷款。,I applied for a personal loan at the bank.
债务,debt,公司的债务需要偿还。,The company’s debts need to be paid off.
股市,stock market,股市的波动影响了我们的投资。,The fluctuations in the stock market affected our investments.
股票,stock,我投资了几只科技公司的股票。,I invested in stocks of several tech companies.
支票,check,我用支票支付了房租。,I paid the rent with a check.
储蓄,savings,我每个月存一些钱作为储蓄。,I save some money every month as savings.
理财,wealth management,我在银行开设了理财账户。,I opened a wealth management account at the bank.
保险,insurance,我为我的车买了保险。,I bought insurance for my car.
工资,wages,他的工资每月都按时发放。,His wages are paid on time every month.
奖金,bonus,我今年拿到了一个大奖金。,I received a big bonus this year.
合同,contract,我们已经签署了合同。,We have signed the contract.
协议,agreement,我们与客户达成了协议。,We reached an agreement with the client.
条款,terms,合同的条款非常复杂。,The terms of the contract are very complicated.
项目,project,我们在进行一个重要的项目。,We are working on an important project.
进度,progress,项目的进度有些滞后。,The progress of the project is a bit behind.
计划,plan,我们计划明年扩展市场。,We plan to expand the market next year.
目标,goal,我们的目标是提升销售额。,Our goal is to increase sales.
战略,strategy,我们需要重新制定营销战略。,We need to rework our marketing strategy.
部门,department,我在市场部门工作。,I work in the marketing department.
人力资源,human resources,人力资源部负责招聘新员工。,The human resources department is responsible for recruiting new employees.
招聘,recruitment,公司正在招聘销售人员。,The company is recruiting sales staff.
面试,interview,我明天有一个面试。,I have an interview tomorrow.
职位,position,我申请了一个管理职位。,I applied for a management position.
升职,promotion,他刚刚获得了升职。,He just received a promotion.
解雇,fire,公司因经济困难解雇了一些员工。,The company fired some employees due to financial difficulties.
辞职,resign,她决定辞职去创业。,She decided to resign to start her own business.
加班,overtime,我昨天加班到很晚。,I worked overtime until late yesterday.
休假,vacation,我下个月去度假。,I’m going on vacation next month.
办公室,office,我的办公室在五楼。,My office is on the fifth floor.
打印机,printer,请把文件打印出来。,Please print out the document.
传真机,fax machine,我需要发一封传真。,I need to send a fax.
病,sick,他生病了，今天没去上班。,He is sick and didn’t go to work today.
诊所,clinic,我去附近的诊所看病。,I went to the nearby clinic to see a doctor.
体检,physical examination,我每年都做一次体检。,I have a physical examination once a year.
症状,symptom,他出现了感冒的症状。,He has symptoms of a cold.
失眠,insomnia,他最近有失眠的问题。,He has been having insomnia recently.
压力,stress,工作压力让我感到很累。,The work stress makes me feel very tired.
焦虑,anxiety,我感到很焦虑，特别是在考试前。,"I feel very anxious, especially before exams."
抑郁,depression,抑郁症是一种常见的心理问题。,Depression is a common mental health issue.
情绪,mood,她的情绪不太稳定。,Her mood is unstable.
锻炼,work out,他去健身房锻炼了一个小时。,He worked out at the gym for an hour.
瑜伽,yoga,我喜欢做瑜伽放松自己。,I like doing yoga to relax.
骑自行车,ride a bicycle,我喜欢在公园里骑自行车。,I like riding a bicycle in the park.
打篮球,play basketball,我们周末一起打篮球。,We play basketball together on weekends.
足球,football/soccer,他是一个非常好的足球运动员。,He is a very good football player.
素食,vegetarian,我正在尝试素食饮食。,I’m trying a vegetarian diet.
维生素,vitamins,蔬菜和水果富含维生素。,Vegetables and fruits are rich in vitamins.
蛋白质,protein,鸡肉和鱼富含蛋白质。,Chicken and fish are rich in protein.
碳水化合物,carbohydrates,米饭和面包含有很多碳水化合物。,Rice and bread contain a lot of carbohydrates.
脂肪,fats,避免吃太多的脂肪。,Avoid eating too much fat.
免疫系统,immune system,免疫系统帮助我们抵抗疾病。,The immune system helps us fight diseases.
心脏病,heart disease,心脏病是全球死亡率很高的疾病。,Heart disease is one of the leading causes of death worldwide.
糖尿病,diabetes,糖尿病需要通过饮食和运动管理。,Diabetes needs to be managed through diet and exercise.
高血压,hypertension,高血压可能导致心脏病。,Hypertension can lead to heart disease.
癌症,cancer,早期诊断癌症可以提高治愈率。,Early diagnosis of cancer can improve the cure rate.
传染病,infectious disease,传染病可以通过疫苗预防。,Infectious diseases can be prevented with vaccines.
疫苗,vaccine,我给孩子打了流感疫苗。,I gave my child the flu vaccine.
急诊,emergency,我去医院的急诊部了。,I went to the emergency department of the hospital.
篮球,basketball,他是篮球队的队员。,He is a member of the basketball team.
排球,volleyball,我们每个周末都打排球。,We play volleyball every weekend.
网球,tennis,她是网球俱乐部的成员。,She is a member of the tennis club.
乒乓球,table tennis,我喜欢和朋友一起打乒乓球。,I like playing table tennis with my friends.
高尔夫,golf,他喜欢打高尔夫。,He likes playing golf.
滑雪,skiing,冬天我喜欢去滑雪。,I like skiing in the winter.
滑板,skateboarding,我在公园里玩滑板。,I skateboard in the park.
武术,Martial arts,他学了很多年武术。,He has studied martial arts for many years.
拳击,boxing,他正在学习拳击。,He is learning boxing.
摔跤,wrestling,摔跤是一项非常激烈的运动。,Wrestling is a very intense sport.
马拉松,marathon,我参加了今年的马拉松比赛。,I participated in this year’s marathon race.
赛跑,race,我和我的朋友一起参加了赛跑。,I participated in a race with my friend.
冠军,champion,他是这次比赛的冠军。,He is the champion of this competition.
奖牌,medal,她得到了金牌。,She won the gold medal.
运动员,athlete,她是一名职业运动员。,She is a professional athlete.
裁判,referee,比赛开始前，裁判做了说明。,"Before the match started, the referee gave instructions."
团队,team,我们组成了一个新的团队。,We formed a new team.
教练,coach,我的教练非常严格。,My coach is very strict.
训练,training,我们每天都进行训练。,We train every day.
休闲,leisure,我喜欢在周末进行休闲活动。,I like doing leisure activities on weekends.
旅游,tourism,中国的旅游业发展得很快。,China’s tourism industry is developing rapidly.
景点,scenic spot,这个城市有很多著名的景点。,This city has many famous scenic spots.
度假,vacation,我下个月要去海边度假。,I’m going to the beach for a vacation next month.
海滩,beach,夏天我喜欢去海滩游泳。,I like swimming at the beach in the summer.
山脉,mountain range,他喜欢在山脉中徒步旅行。,He likes hiking in the mountains.
野营,camping,我们全家去山里野营了。,Our family went camping in the mountains.
探险,adventure,我们进行了一次丛林探险。,We went on a jungle adventure.
钓鱼,fishing,我和爸爸一起去钓鱼。,I went fishing with my dad.
摄影,photography,她是一个热爱摄影的人。,She is a photography enthusiast.
画画,painting,我喜欢在空闲时间画画。,I like painting in my free time.
唱歌,singing,我喜欢和朋友一起唱歌。,I like singing with my friends.
舞蹈,dance,她跳得非常好。,She dances very well.
乐器,instrument,我学过钢琴和吉他。,I have learned the piano and guitar.
电影,movie,周末我们一起去看电影。,We went to watch a movie together on the weekend.
戏剧,drama,他对戏剧非常感兴趣。,He is very interested in drama.
艺术画,art painting,这幅艺术画非常美。,This art painting is very beautiful.
读书,reading,我每天都读书。,I read books every day.
交通,traffic,早上的交通非常拥堵。,The traffic is very heavy in the morning.
公共汽车,bus,我每天坐公共汽车去学校。,I take the bus to school every day.
轮船,ship,我们坐轮船去海岛度假。,We took a ship to the island for vacation.
摩托车,motorcycle,他骑摩托车去上学。,He rides a motorcycle to school.
车站,station,我在车站等公交车。,I’m waiting for the bus at the station.
码头,port,轮船将在码头停靠。,The ship will dock at the port.
高速公路,highway,我们开车上高速公路。,We’re driving on the highway.
隧道,tunnel,我们经过了一个很长的隧道。,We passed through a long tunnel.
停车场,parking lot,我在停车场找不到停车位。,I can’t find a parking spot in the parking lot.
交通灯,traffic light,你需要在红灯前停下来。,You need to stop at the red light.
行人, pedestrian, 这个城市有很多行人。,There are many pedestrians in this city.
过马路,cross the road,请走斑马线过马路。,Please cross the road at the crosswalk.
驾驶,driving,他正在学习如何驾驶汽车。,He is learning how to drive a car.
车速,speed,请控制车速，不要超过限速。,Please control your speed and don’t exceed the speed limit.
车票,train ticket,我已经买好了车票。,I’ve already bought the train ticket.
航班,flight,我的航班被延误了。,My flight was delayed.
登机牌,boarding pass,请出示您的登机牌。,Please show your boarding pass.
安检,security check,我们需要通过安检才能登机。,We need to go through security check to board the plane.
旅行袋,travel bag,我把所有东西放进旅行袋里。,I put all my things in the travel bag.
旅行社,travel agency,我们通过旅行社订了机票。,We booked our flight through a travel agency.
住宿,accommodation,我们已经预定了酒店的住宿。,We’ve already booked our accommodation at the hotel.
酒店,hotel,这家酒店很豪华。,This hotel is very luxurious.
出发,departure,我们的航班将在下午三点出发。,Our flight will depart at 3 PM.
收银台,checkout counter,请去收银台结账。,Please go to the checkout counter to pay.
商品,product,这家店的商品质量很好。,The products in this store are of good quality.
品牌,brand,这个品牌的手机很受欢迎。,This brand of phones is very popular.
尺寸,size,我需要一个更大的尺寸。,I need a larger size.
颜色,color,我喜欢这款鞋子的颜色。,I like the color of these shoes.
款式,style,这款式很时尚。,This style is very fashionable.
鞋子,shoes,我买了一双新鞋子。,I bought a new pair of shoes.
裤子,pants,这条裤子太紧了。,These pants are too tight.
裙子,skirt,她穿了一条漂亮的裙子。,She is wearing a beautiful skirt.
衬衫,shirt,他穿了一件蓝色的衬衫。,He is wearing a blue shirt.
外套,jacket,秋天的时候我喜欢穿外套。,I like wearing a jacket in the fall.
夹克,blazer,我穿了一件夹克去参加会议。,I wore a blazer to the meeting.
毛衣,sweater,冬天我喜欢穿毛衣。,I like wearing sweaters in the winter.
领带,tie,他系着一条红色的领带。,He is wearing a red tie.
手表,watch,这款手表非常精致。,This watch is very exquisite.
包包,bag,她拿着一个漂亮的包包。,She is holding a beautiful bag.
太阳镜,sunglasses,夏天我喜欢戴太阳镜。,I like wearing sunglasses in the summer.
眼镜,glasses,我需要一副眼镜来阅读。,I need a pair of glasses to read.
化妆品,cosmetics,她买了一些新的化妆品。,She bought some new cosmetics.
香水,perfume,我送给她一瓶香水。,I gave her a bottle of perfume.
洗发水,shampoo,我需要买一些洗发水。,I need to buy some shampoo.
牙膏,toothpaste,我忘了买牙膏。,I forgot to buy toothpaste.
卫生纸,toilet paper,我家没有卫生纸了。,We’re out of toilet paper at home.
清洁剂,cleaning agent,我买了一瓶清洁剂。,I bought a bottle of cleaning agent.
电器,appliance,这家商店卖很多电器。,This store sells many appliances.
冰箱,refrigerator,我需要买一个新冰箱。,I need to buy a new refrigerator.
洗衣机,washing machine,洗衣机坏了，我们需要修理它。,"The washing machine is broken, we need to fix it."
电视机,television,我们买了一台大电视机。,We bought a large television.
充电器,charger,我忘了带手机充电器。,I forgot to bring my phone charger.
